,average_price,cancelled_quantity,disclosed_quantity,exchange,exchange_order_id,exchange_timestamp,exchange_update_timestamp,filled_quantity,guid,instrument_token,market_protection,meta,order_id,order_timestamp,order_type,parent_order_id,pending_quantity,placed_by,price,product,quantity,status,status_message,status_message_raw,tag,tradingsymbol,transaction_type,trigger_price,validity,variety
0,242.2,0,0,NSE,1100000000609796,2019-11-29 09:20:07,2019-11-29 09:20:07,20,12499XbDVCtgOYYcOd,7458561,0,{},191129000223557,2019-11-29 09:20:07,LIMIT,,0,UD8801,242.2,BO,20,COMPLETE,,,,INFRATEL,SELL,0.0,DAY,bo
1,0.0,20,20,NSE,1100000000609827,2019-11-29 09:24:16,2019-11-29 09:24:16,0,,7458561,0,{},191129000223562,2019-11-29 09:24:16,LIMIT,191129000223557,20,UD8801,238.3,BO,20,CANCELLED,,,,INFRATEL,BUY,0.0,DAY,bo
2,249.775,0,0,NSE,1100000000609823,2019-11-29 09:24:16,2019-11-29 09:24:16,20,,7458561,0,{},191129000223563,2019-11-29 09:24:16,LIMIT,191129000223557,0,UD8801,282.25,BO,20,COMPLETE,,,,INFRATEL,BUY,249.8,DAY,bo
3,249.8,0,0,NSE,1100000000893153,2019-11-29 09:24:20,2019-11-29 09:25:16,20,12499XEtmGnHSsS0YM,7458561,0,{},191129000324177,2019-11-29 09:25:16,LIMIT,,0,UD8801,249.8,BO,20,COMPLETE,,,,INFRATEL,BUY,0.0,DAY,bo
4,251.3,0,0,NSE,1100000000957401,2019-11-29 09:25:16,2019-11-29 09:25:17,20,,7458561,0,{},191129000345387,2019-11-29 09:25:17,LIMIT,191129000324177,0,UD8801,251.3,BO,20,COMPLETE,,,,INFRATEL,SELL,0.0,DAY,bo
5,0.0,20,20,NSE,1100000000957398,2019-11-29 09:25:17,2019-11-29 09:25:17,0,,7458561,0,{},191129000345388,2019-11-29 09:25:17,SL,191129000324177,20,UD8801,230.95,BO,20,CANCELLED,,,,INFRATEL,SELL,239.4,DAY,bo
6,0.0,0,0,NSE,1100000000964524,2019-11-29 09:25:21,2019-11-29 09:25:21,0,12499XcZiLWnNDFqgV,7458561,0,{},191129000347437,2019-11-29 09:25:21,SL,,20,UD8801,239.4,BO,20,TRIGGER PENDING,,,,INFRATEL,SELL,239.4,DAY,bo
7,375.4,0,0,NSE,1100000001742183,2019-11-29 09:40:07,2019-11-29 09:40:09,8,12499XZlvEmeCakjI6,7712001,0,{},191129000619053,2019-11-29 09:40:09,LIMIT,,0,UD8801,375.4,BO,8,COMPLETE,,,,IBULHSGFIN,BUY,0.0,DAY,bo
8,73.7,0,0,NSE,1300000001463779,2019-11-29 09:40:07,2019-11-29 09:41:07,22,12499Xjmns3dISZ9tX,3050241,0,{},191129000619054,2019-11-29 09:41:07,LIMIT,,0,UD8801,73.7,BO,22,COMPLETE,,,,YESBANK,BUY,0.0,DAY,bo
9,0.0,22,22,NSE,1300000001504905,2019-11-29 10:44:48,2019-11-29 10:44:48,0,,3050241,0,{},191129000635726,2019-11-29 10:44:48,LIMIT,191129000619054,22,UD8801,76.0,BO,22,CANCELLED,,,,YESBANK,SELL,0.0,DAY,bo
10,71.7,0,0,NSE,1300000001504907,2019-11-29 10:44:47,2019-11-29 10:44:47,22,,3050241,0,{},191129000635727,2019-11-29 10:44:48,LIMIT,191129000619054,0,UD8801,63.05,BO,22,COMPLETE,,,,YESBANK,SELL,71.7,DAY,bo
11,72.0,0,0,NSE,1300000003122997,2019-11-29 10:44:50,2019-11-29 10:44:50,22,12499XJrWYQaH4m33o,3050241,0,{},191129001299850,2019-11-29 10:44:50,LIMIT,,0,UD8801,71.7,BO,22,COMPLETE,,,,YESBANK,SELL,0.0,DAY,bo
12,71.1,0,0,NSE,1300000003123003,2019-11-29 10:44:50,2019-11-29 10:50:02,22,,3050241,0,{},191129001299851,2019-11-29 10:50:02,LIMIT,191129001299850,0,UD8801,71.1,BO,22,COMPLETE,,,,YESBANK,BUY,0.0,DAY,bo
13,0.0,22,22,NSE,1300000003123004,2019-11-29 10:50:02,2019-11-29 10:50:02,0,,3050241,0,{},191129001299852,2019-11-29 10:50:02,SL,191129001299850,22,UD8801,77.05,BO,22,CANCELLED,,,,YESBANK,BUY,74.3,DAY,bo
14,0.0,0,0,NSE,1300000003257314,2019-11-29 10:50:20,2019-11-29 10:50:20,0,12499Xa4NzTd4Jb6Kq,3050241,0,{},191129001342921,2019-11-29 10:50:20,SL,,22,UD8801,74.0,BO,22,TRIGGER PENDING,,,,YESBANK,BUY,74.0,DAY,bo
15,0.0,8,8,NSE,1100000001744054,2019-11-29 11:44:30,2019-11-29 11:44:30,0,,7712001,0,{},191129000619599,2019-11-29 11:44:30,LIMIT,191129000619053,8,UD8801,384.95,BO,8,CANCELLED,,,,IBULHSGFIN,SELL,0.0,DAY,bo
16,354.55,0,0,NSE,1100000001744056,2019-11-29 11:44:30,2019-11-29 11:44:30,8,,7712001,0,{},191129000619600,2019-11-29 11:44:30,LIMIT,191129000619053,0,UD8801,301.3,BO,8,COMPLETE,,,,IBULHSGFIN,SELL,354.9,DAY,bo
17,354.9,0,0,NSE,1100000004718979,2019-11-29 11:44:30,2019-11-29 11:44:34,8,12499Xz6I5ML1AI1FG,7712001,0,{},191129001756894,2019-11-29 11:44:34,LIMIT,,0,UD8801,354.9,BO,8,COMPLETE,,,,IBULHSGFIN,SELL,0.0,DAY,bo
18,344.9,0,0,NSE,1100000004720813,2019-11-29 11:44:34,2019-11-29 13:30:26,8,,7712001,0,{},191129001757396,2019-11-29 13:30:26,LIMIT,191129001756894,0,UD8801,344.9,BO,8,COMPLETE,,,,IBULHSGFIN,BUY,0.0,DAY,bo
19,0.0,8,8,NSE,1100000004720814,2019-11-29 13:30:26,2019-11-29 13:30:26,0,,7712001,0,{},191129001757397,2019-11-29 13:30:26,SL,191129001756894,8,UD8801,384.95,BO,8,CANCELLED,,,,IBULHSGFIN,BUY,376.6,DAY,bo
20,0.0,0,0,NSE,1100000007420360,2019-11-29 13:30:30,2019-11-29 13:30:30,0,12499Xz53Zz0IKjP1a,7712001,0,{},191129002426789,2019-11-29 13:30:30,SL,,8,UD8801,376.6,BO,8,TRIGGER PENDING,,,,IBULHSGFIN,BUY,376.6,DAY,bo
